food_id,name,before_url,after_url,reason
"food-12eyica","スペシャルドリンク&コースターセット","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-detective-conan-mystery-restaurant-2026-drink-cf6-a.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-detective-conan-mystery-restaurant-2026-drink-cf6-a.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-132dgop","キノピオ・カフェTMのドリンクステーション","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-super-nintendo-world-drink-stations-kinopio-cafe-gallery-a.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-super-nintendo-world-drink-stations-kinopio-cafe-gallery-a.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-13cfh25","ミニオンズ・カップデザート","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-minion-dessert-and-drink-bar-set-gallery-a.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-minion-dessert-and-drink-bar-set-gallery-a.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-13ex3cf","花香る フリーレンのホワイトソーダ(フリーレンコースター付)","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-frieren-2025-fragrant-flower-frierens-white-soda-infocard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-frieren-2025-fragrant-flower-frierens-white-soda-infocard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-13uu2tv","ジョーズ・スプラッシュ ~ブルーハワイ&ソーダ~","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-jaws-splash-blue-hawaii-soda-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-jaws-splash-blue-hawaii-soda-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-14ntf9","ミニオン・スプーン&フォークセット","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-minion-spoon-and-fork-set-spring-2025-v2-gallery-a.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-minion-spoon-and-fork-set-spring-2025-v2-gallery-a.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-14ut653","ミートスパゲティセット","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-spaghetti-bolognese-set-2024-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-spaghetti-bolognese-set-2024-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-15u1343","エビカツバーガーセット","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-shrimp-cutlet-burger-set-2024-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-shrimp-cutlet-burger-set-2024-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-161ftzo","JAWSがくるぞ!~クリームソーダ・ロールケーキ~","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-jaws-cream-soda-roll-cake-christmas-2025-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-jaws-cream-soda-roll-cake-christmas-2025-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-19z617n","パワーアップ! マリオのストロベリーソーダ","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-power-up-marios-strawberry-soda-spring-2026-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-power-up-marios-strawberry-soda-spring-2026-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1c6f0vw","めざせ大悪党! デイブ・ポップコーンバケツ","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-wannabe-villain-dave-popcorn-bucket-2025-a.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-wannabe-villain-dave-popcorn-bucket-2025-a.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1d2sdpl","チキンレッグカレー・プレート","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-chicken-leg-curry-meal-spring-2026-gallery-a.jpg","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-chicken-leg-curry-meal-spring-2026-gallery-b.jpg","同一food IDのimages配列に存在する別画像URLでHTTP 200 imageを確認。"
